Age,Gender,Job_Role,Working_Hours_Per_Day,Number_of_Projects,Sleep_Hours,Work_Life_Balance_Score,Stress_Level,Overtime_Hours,Years_of_Experience,Satisfaction_Level,Remote_or_Onsite,Burnout_Risk
32,Female,Designer,11.1,2,6.1,5.7,3.3,8.7,2.9,,Hybrid,Medium
50,Other,Product Manager,9.3,3,8.3,8.9,1.0,0.3,25.9,10.0,Remote,Low
47,Male,Product Manager,8.8,7,6.6,8.9,2.6,0.4,17.3,10.0,Onsite,Low
39,Male,Operations Manager,9.9,4,4.7,6.9,4.7,6.7,6.4,5.7,Remote,High
22,Male,Operations Manager,8.1,5,7.0,10.0,1.0,0.0,0.6,9.3,Hybrid,Medium
27,Female,Data Analyst,9.3,5,6.5,6.9,3.1,5.2,3.2,8.1,Hybrid,Medium
38,Female,Sales Executive,9.1,1,6.6,9.5,1.8,3.7,3.9,10.0,Onsite,Medium
24,Male,Operations Manager,8.5,1,9.5,8.4,1.0,2.9,2.2,9.6,Onsite,Low
59,Female,Finance Analyst,9.6,3,6.3,10.0,2.3,2.6,23.1,8.9,Onsite,Low
24,Female,Data Analyst,7.4,3,7.6,10.0,1.0,0.0,2.1,10.0,Onsite,Low
45,Male,Software Engineer,10.8,4,7.3,5.8,5.1,7.8,14.4,6.5,Hybrid,High
46,Female,Sales Executive,6.9,3,8.4,8.6,1.0,0.0,15.6,10.0,Hybrid,Low
25,Female,Sales Executive,8.8,4,8.8,10.0,1.2,0.8,0.9,10.0,Onsite,Low
40,Female,HR Specialist,7.2,4,8.6,9.3,1.0,0.0,7.5,10.0,Remote,Low
56,Male,Finance Analyst,5.9,1,7.2,10.0,1.0,0.0,12.5,9.9,Remote,Low
43,Female,HR Specialist,12.8,2,3.7,4.6,5.9,12.9,8.5,7.3,Remote,High
23,Male,Sales Executive,7.0,2,8.6,10.0,1.0,0.0,0.8,10.0,Remote,Low
47,Female,Operations Manager,7.0,2,7.8,8.4,1.1,0.0,14.6,10.0,Remote,Medium
44,Male,Marketing Executive,9.9,4,6.5,8.3,1.0,2.0,9.1,9.3,Remote,Medium
59,Female,Finance Analyst,8.2,4,7.6,9.0,1.1,0.7,23.1,9.2,Hybrid,Low
52,Female,Customer Support,8.3,1,8.3,8.5,1.0,0.0,18.3,9.7,Onsite,Low
57,Male,Operations Manager,8.7,3,7.3,7.9,1.1,5.0,12.3,9.7,Onsite,Medium
41,Male,Customer Support,7.0,3,6.3,10.0,1.0,0.0,14.0,10.0,Hybrid,Low
53,Male,Sales Executive,5.3,7,8.3,10.0,1.0,0.0,23.4,9.7,Onsite,Low
35,Female,Operations Manager,10.3,5,7.3,5.9,3.4,7.1,3.7,10.0,Hybrid,High
37,Female,HR Specialist,7.4,3,8.2,8.8,1.0,0.0,12.1,8.8,Onsite,Low
28,Female,Data Analyst,7.2,4,8.4,10.0,1.6,0.0,3.1,10.0,Remote,Low
56,Other,Software Engineer,12.9,4,3.8,3.6,9.2,15.7,16.8,5.2,Hybrid,High
26,Male,Customer Support,9.3,4,5.2,9.1,3.6,3.4,3.7,8.8,Onsite,High
40,Male,Designer,10.2,7,5.9,6.7,4.9,6.4,13.5,9.4,Onsite,Medium
25,Female,Software Engineer,12.7,5,7.1,3.1,7.5,8.0,0.8,6.2,Remote,High
47,Female,Marketing Executive,9.1,3,8.6,7.4,2.8,3.4,7.1,8.2,Onsite,Medium
48,Female,Product Manager,9.2,1,7.2,10.0,1.0,2.4,11.7,10.0,Remote,Low
41,Male,Operations Manager,8.8,2,8.0,8.6,2.0,2.4,10.3,10.0,Remote,Medium
39,Female,Data Analyst,7.5,1,7.3,10.0,1.2,1.2,8.4,10.0,Hybrid,Low
41,Male,Customer Support,10.3,4,5.3,6.7,4.2,5.5,15.2,6.1,Hybrid,High
29,Female,Product Manager,9.7,2,6.3,7.0,1.0,3.4,3.8,10.0,Onsite,Low
47,Female,Product Manager,7.8,7,7.9,10.0,1.2,0.0,10.3,10.0,Onsite,Low
46,Male,Sales Executive,9.7,6,6.1,7.6,4.2,5.1,9.8,9.9,Remote,High
31,Male,Finance Analyst,8.0,3,9.3,10.0,1.0,1.8,5.9,8.7,Hybrid,Low
36,Female,Operations Manager,10.1,3,6.2,7.2,5.0,5.6,8.0,7.4,Onsite,Medium
57,Female,Designer,7.6,2,8.1,,1.0,0.0,25.2,9.9,Onsite,Low
26,Male,Software Engineer,5.5,1,8.1,8.6,1.0,0.0,2.6,10.0,Remote,Low
49,Female,Data Analyst,8.4,3,6.7,10.0,1.0,1.4,14.3,10.0,Onsite,Low
58,Male,Marketing Executive,8.0,2,8.3,10.0,1.0,0.0,30.9,10.0,Onsite,Low
54,Male,Data Analyst,10.4,3,6.7,7.2,1.0,2.5,21.6,8.8,Onsite,Medium
56,Female,Designer,8.0,6,7.7,9.4,1.0,0.0,9.7,10.0,Onsite,Medium
59,Other,Product Manager,9.0,1,6.7,10.0,2.9,2.1,31.6,10.0,Remote,Medium
25,Female,HR Specialist,11.6,3,6.6,3.9,4.8,7.5,2.0,6.8,Hybrid,High
22,Male,Designer,8.3,5,7.1,10.0,3.0,1.9,0.5,9.9,Remote,Low
46,Male,Marketing Executive,10.3,6,7.0,5.8,5.6,5.6,15.0,6.4,Hybrid,High
57,Other,Sales Executive,9.9,6,7.3,6.1,2.8,6.1,18.4,8.5,Hybrid,Low
57,Female,Product Manager,12.4,2,4.1,1.0,8.3,17.8,23.6,6.0,Remote,High
58,Female,Product Manager,10.2,2,7.3,7.2,3.0,5.8,25.9,7.9,Hybrid,Medium
26,Male,Designer,11.4,4,5.8,5.6,5.1,7.4,2.2,8.3,Hybrid,High
46,Male,Marketing Executive,8.8,7,8.7,8.3,3.3,1.5,14.4,7.9,Onsite,Medium
57,Female,HR Specialist,10.0,4,5.4,8.6,4.2,6.3,11.5,10.0,Hybrid,High
43,Male,Sales Executive,7.7,4,8.2,10.0,1.0,0.0,17.3,8.5,Onsite,Low
49,Male,HR Specialist,6.9,1,7.5,8.5,1.0,0.0,11.4,9.7,Onsite,Low
25,Female,Software Engineer,9.7,6,6.3,4.2,3.3,5.6,2.5,5.2,Remote,High
22,Female,Designer,10.3,3,6.1,5.9,1.8,4.8,0.8,7.1,Onsite,High
21,Female,Software Engineer,10.8,3,8.2,6.6,3.3,8.6,0.0,9.4,Remote,Medium
49,Male,HR Specialist,6.8,4,9.5,10.0,1.0,0.0,12.3,8.8,Remote,Low
40,Male,Marketing Executive,10.7,4,4.3,6.3,7.1,10.2,6.5,8.4,Onsite,High
45,Female,Operations Manager,9.9,3,6.5,9.1,4.2,4.5,7.6,8.9,Hybrid,High
56,Female,Software Engineer,8.6,2,8.9,9.2,1.0,1.3,13.0,10.0,Remote,Low
54,Male,Sales Executive,4.8,3,6.8,10.0,1.3,0.0,24.9,10.0,Hybrid,Low
35,Female,Customer Support,8.2,2,8.9,9.3,1.0,1.4,9.1,10.0,Onsite,Low
26,Female,HR Specialist,12.0,1,4.1,3.1,6.1,12.1,3.1,5.4,Hybrid,High
49,Female,Software Engineer,9.8,1,9.5,5.9,1.0,1.1,24.1,8.2,Onsite,Medium
22,Female,Product Manager,10.4,4,5.2,3.2,6.0,9.3,0.7,6.0,Onsite,High
28,Male,Customer Support,6.5,3,7.9,10.0,3.6,0.0,4.3,10.0,Remote,Low
53,Male,Marketing Executive,7.5,4,7.4,10.0,2.2,0.1,24.9,9.2,Remote,Low
46,Male,Customer Support,9.7,1,5.9,6.4,1.5,5.0,12.0,9.2,Hybrid,Medium
35,Male,Software Engineer,9.6,8,6.6,9.3,3.8,3.4,11.1,9.4,Hybrid,Medium
27,Female,Marketing Executive,9.5,3,7.8,6.1,1.0,4.6,4.7,10.0,Remote,Low
26,Female,Software Engineer,11.7,2,4.5,4.5,6.6,10.8,4.3,7.7,Onsite,High
23,Male,Software Engineer,5.0,2,7.7,10.0,1.0,0.0,1.6,10.0,Hybrid,Low
48,Other,Marketing Executive,8.5,1,8.5,9.0,1.0,0.0,14.7,8.1,Onsite,Low
49,Male,Designer,8.9,3,7.4,7.9,1.4,0.3,21.1,9.9,Onsite,Medium
46,Male,Operations Manager,11.1,7,5.0,3.5,7.7,12.1,7.7,6.0,Hybrid,High
50,Female,Data Analyst,7.8,3,8.8,10.0,1.0,0.0,15.1,9.7,Remote,Low
59,Male,Customer Support,10.6,3,7.9,6.7,3.5,6.4,13.2,8.7,Hybrid,Low
47,Female,Customer Support,12.1,5,7.7,5.5,2.5,6.9,17.3,8.2,Onsite,Medium
25,Female,HR Specialist,9.8,1,6.6,7.2,3.3,4.9,2.2,7.3,Onsite,Medium
50,Female,Sales Executive,7.9,2,9.1,9.2,1.0,1.4,10.2,10.0,Remote,Low
51,Male,Data Analyst,11.5,7,5.4,5.1,7.0,11.7,7.2,6.9,Remote,High
26,Female,Marketing Executive,6.8,7,7.0,9.6,1.3,0.0,3.9,10.0,Hybrid,Medium
57,Male,Customer Support,6.6,5,8.3,10.0,1.7,0.0,16.8,10.0,Remote,Low
58,Other,Finance Analyst,6.3,3,8.1,10.0,1.0,0.0,10.1,9.8,Remote,Low
51,Male,Marketing Executive,6.9,3,7.6,10.0,1.7,0.0,11.9,9.9,Hybrid,Low
48,Male,Software Engineer,10.6,3,6.1,5.2,7.6,8.5,23.6,7.2,Hybrid,High
36,Female,Finance Analyst,8.9,3,7.7,7.6,2.1,3.7,10.5,7.8,Hybrid,High
45,Female,HR Specialist,8.2,1,7.5,8.5,1.0,0.1,9.3,9.5,Remote,Low
29,Female,HR Specialist,8.7,4,8.4,10.0,1.0,1.9,5.5,10.0,Hybrid,Low
31,Female,Designer,10.0,1,6.6,5.5,5.0,8.6,8.2,7.3,Hybrid,High
46,Male,Finance Analyst,6.7,3,9.1,10.0,1.0,0.0,16.9,10.0,Onsite,Low
55,Female,Software Engineer,9.3,4,7.2,6.0,1.0,4.3,9.9,8.9,Hybrid,Medium
42,Male,Sales Executive,7.6,1,9.5,8.2,1.0,1.3,8.2,9.9,Hybrid,Low
40,Female,Finance Analyst,8.4,4,8.9,10.0,1.0,0.0,14.6,9.3,Onsite,Low
46,Male,Operations Manager,8.9,1,8.3,10.0,1.0,0.3,16.0,9.1,Onsite,Low
36,Female,Customer Support,10.6,3,7.8,8.7,1.0,2.9,5.4,10.0,Hybrid,Low
41,Female,Designer,10.2,1,6.6,6.4,1.0,3.8,15.1,8.9,Hybrid,Medium
32,Female,Data Analyst,10.9,1,6.9,6.5,3.7,6.1,4.6,7.2,Onsite,Medium
43,Male,Designer,9.0,2,7.5,7.6,1.0,2.3,8.5,8.4,Hybrid,Low
24,Female,Data Analyst,7.2,3,8.6,7.9,1.0,0.0,0.6,7.5,Hybrid,Medium
35,Female,Product Manager,8.9,1,9.5,10.0,1.0,0.0,5.4,10.0,Hybrid,Low
26,Male,Customer Support,5.7,5,7.0,10.0,1.0,0.0,1.9,9.4,Hybrid,Low
53,Male,Customer Support,13.1,3,5.7,5.9,2.1,3.6,12.0,9.7,Onsite,Medium
34,Female,HR Specialist,8.1,3,8.2,7.6,1.5,0.5,2.7,10.0,Onsite,Medium
47,Male,Software Engineer,8.2,2,9.2,7.6,1.0,3.2,17.8,9.4,Remote,Low
39,Female,Marketing Executive,7.8,2,9.3,10.0,1.0,0.0,14.7,9.8,Hybrid,Low
37,Male,Operations Manager,7.5,1,8.8,8.1,1.0,0.0,13.5,9.7,Hybrid,Low
47,Male,Operations Manager,6.1,7,8.4,10.0,3.3,0.0,23.1,10.0,Remote,Low
33,Female,Marketing Executive,7.4,3,7.4,9.8,1.0,0.7,8.3,10.0,Onsite,Low
45,Male,Sales Executive,8.2,5,8.9,10.0,2.2,0.0,8.4,10.0,Remote,Low
51,Male,Designer,5.0,3,9.5,10.0,1.0,0.0,10.4,9.7,Hybrid,Low
41,Female,Designer,11.9,7,5.4,5.2,5.7,8.2,15.2,7.9,Remote,High
38,Female,Software Engineer,7.5,4,7.8,9.2,1.0,0.0,11.1,10.0,Remote,Low
46,Male,Sales Executive,10.5,2,6.7,8.3,5.2,4.8,5.9,8.7,Remote,Medium
51,Female,Operations Manager,9.1,5,6.2,8.4,3.1,3.3,15.3,10.0,Onsite,Low
39,Female,Designer,4.8,4,6.6,9.6,4.4,0.0,11.5,8.2,Onsite,High
59,Male,Data Analyst,8.7,1,8.0,10.0,1.0,2.5,29.0,10.0,Onsite,Low
39,Male,Sales Executive,10.5,4,7.1,8.2,3.2,5.9,14.3,9.4,Onsite,Medium
49,Female,Designer,9.6,1,8.2,7.3,1.1,4.9,6.3,8.4,Remote,Low
47,Male,Designer,9.6,3,7.1,6.5,3.1,4.3,5.5,10.0,Onsite,Medium
58,Female,Operations Manager,8.6,3,6.7,10.0,1.0,1.2,10.5,9.7,Onsite,Low
44,Female,HR Specialist,7.8,2,8.3,10.0,2.5,0.0,18.9,9.1,Hybrid,Low
39,Female,Designer,11.0,5,6.5,8.1,2.7,4.7,12.0,9.8,Remote,Medium
44,Male,Marketing Executive,8.5,5,9.0,8.8,1.0,3.6,20.0,8.7,Hybrid,Medium
37,Male,Marketing Executive,10.0,5,5.5,7.5,4.1,7.7,5.8,10.0,Hybrid,High
40,Male,Marketing Executive,9.8,4,7.7,7.9,4.1,1.7,6.5,7.3,Remote,Medium
38,Male,Designer,6.6,2,7.6,9.1,1.0,0.0,12.3,9.2,Onsite,Medium
50,Male,Sales Executive,5.5,1,8.2,9.8,1.0,0.0,8.6,9.3,Hybrid,Medium
53,Male,Product Manager,7.2,9,8.6,9.4,3.8,0.0,19.5,8.7,Onsite,Medium
22,Male,Finance Analyst,7.5,3,7.6,10.0,1.1,0.0,0.3,10.0,Remote,Low
50,Male,HR Specialist,8.7,2,7.5,7.8,2.8,0.6,10.7,9.9,Remote,Low
26,Female,Marketing Executive,6.9,1,8.4,10.0,1.0,0.0,4.5,9.8,Onsite,Low
47,Other,Data Analyst,4.9,3,8.1,9.6,1.0,0.0,8.0,10.0,Hybrid,Low
53,Female,HR Specialist,7.8,6,8.3,8.4,2.4,0.0,27.2,10.0,Onsite,Medium
29,Female,Software Engineer,6.5,3,7.8,8.5,1.0,0.0,5.1,9.2,Hybrid,Medium
33,Female,Customer Support,8.5,1,8.7,9.1,1.0,0.0,10.4,10.0,Hybrid,Low
25,Female,Operations Manager,7.5,3,7.4,10.0,1.0,0.0,1.3,10.0,Remote,Low
30,Male,Designer,5.2,3,7.4,7.8,1.9,0.0,3.6,10.0,Onsite,Medium
25,Male,Customer Support,8.9,3,7.5,8.6,1.2,0.6,1.4,8.7,Remote,Low
48,Male,Marketing Executive,7.7,2,9.0,10.0,1.1,0.0,17.0,8.1,Remote,Low
57,Male,Marketing Executive,8.0,4,9.2,10.0,1.0,0.0,24.6,10.0,Hybrid,Low
43,Male,Customer Support,10.7,2,5.2,6.9,3.1,4.3,12.9,8.9,Onsite,High
28,Female,Software Engineer,10.4,1,7.1,8.0,1.0,4.1,4.7,8.5,Hybrid,Medium
58,Male,Sales Executive,6.2,5,8.5,8.4,1.5,0.0,29.6,10.0,Remote,Medium
32,Female,Operations Manager,7.1,4,9.1,7.5,1.0,0.0,9.2,9.0,Remote,Low
46,Male,Marketing Executive,9.8,4,6.4,6.7,3.6,5.9,7.4,7.7,Onsite,High
40,Female,Customer Support,8.5,2,9.2,10.0,1.0,1.9,16.6,9.8,Onsite,Low
32,Male,Software Engineer,5.4,2,6.5,9.8,1.0,0.0,8.6,10.0,Remote,Low
23,Male,Operations Manager,6.9,3,8.2,7.3,1.0,0.0,0.7,10.0,Remote,Low
54,Male,HR Specialist,7.0,1,8.6,10.0,1.0,0.0,21.0,10.0,Hybrid,Low
32,Male,HR Specialist,9.6,1,6.3,5.9,1.0,4.9,4.3,8.8,Onsite,Medium
38,Female,HR Specialist,7.6,5,7.9,10.0,1.1,0.0,11.9,10.0,Onsite,Low
28,Female,Marketing Executive,9.6,2,5.8,8.2,4.9,7.5,2.1,6.4,Remote,High
31,Female,Product Manager,13.4,1,4.5,2.5,7.8,20.1,3.1,5.9,Hybrid,High
27,Female,Product Manager,7.8,2,8.2,10.0,1.0,0.0,4.6,10.0,Onsite,Low
34,Male,Finance Analyst,6.1,2,8.7,8.8,1.0,0.0,2.7,9.4,Onsite,Low
58,Female,Finance Analyst,5.6,4,7.3,10.0,1.6,0.0,7.6,9.2,Onsite,Low
42,Male,Operations Manager,10.7,4,6.1,6.7,5.3,10.0,12.5,7.3,Onsite,High
35,Female,Product Manager,12.0,2,6.6,5.2,5.4,6.4,10.8,6.7,Hybrid,High
30,Male,Sales Executive,10.2,2,6.8,5.6,1.0,4.7,6.4,7.1,Hybrid,Medium
40,Female,Software Engineer,7.5,3,9.5,10.0,1.1,0.0,13.6,9.6,Remote,Low
25,Female,Product Manager,9.0,4,7.2,10.0,3.0,1.8,2.7,9.4,Onsite,Medium
22,Male,Product Manager,10.5,3,5.8,5.3,4.5,9.6,0.6,8.0,Remote,High
45,Male,Customer Support,9.3,5,5.9,7.1,3.3,5.0,20.7,10.0,Remote,Medium
57,Female,Sales Executive,7.0,2,7.1,10.0,1.0,0.0,24.9,10.0,Onsite,Low
37,Female,Software Engineer,7.3,2,7.6,9.4,1.1,0.0,3.6,10.0,Remote,Low
25,Female,Finance Analyst,5.9,3,8.4,10.0,1.0,0.0,2.8,10.0,Onsite,Low
48,Female,Operations Manager,4.3,3,8.6,10.0,1.0,0.0,12.1,9.8,Remote,Medium
28,Male,Software Engineer,9.8,1,7.4,7.1,1.0,4.1,2.4,8.4,Hybrid,Low
31,Female,HR Specialist,10.0,4,6.8,7.9,3.0,6.9,7.1,8.8,Remote,Medium
59,Male,Product Manager,6.0,1,7.7,10.0,1.0,0.0,23.4,10.0,Onsite,Low
24,Female,Operations Manager,9.2,5,6.7,7.6,4.3,3.7,1.5,8.6,Hybrid,Medium
46,Male,Marketing Executive,10.8,2,6.1,6.4,3.8,6.3,7.3,7.6,Onsite,Medium
32,Female,HR Specialist,4.7,3,9.5,,1.0,0.0,9.0,10.0,Onsite,Low
48,Female,Marketing Executive,7.3,2,8.7,10.0,1.0,0.0,12.0,10.0,Onsite,Low
37,Female,Operations Manager,11.0,2,5.3,6.4,4.0,8.1,14.3,8.6,Hybrid,High
45,Female,Product Manager,8.2,2,6.5,9.1,1.0,2.3,7.1,10.0,Onsite,Low
56,Other,Data Analyst,7.5,5,8.2,10.0,1.0,0.0,15.9,10.0,Onsite,Low
30,Male,Product Manager,11.0,3,6.1,3.9,3.6,9.2,6.0,8.7,Onsite,High
36,Male,Data Analyst,12.0,3,3.3,3.3,3.7,12.2,4.6,7.8,Remote,High
32,Female,HR Specialist,8.9,7,8.8,7.2,2.2,0.0,3.7,9.7,Remote,Medium
27,Female,Data Analyst,6.9,3,8.5,10.0,1.0,0.0,2.3,10.0,Onsite,Low
50,Female,Finance Analyst,5.6,2,8.5,7.8,1.0,0.0,17.0,9.8,Remote,Medium
51,Female,Operations Manager,7.4,1,9.5,10.0,1.0,0.0,12.3,9.7,Onsite,Low
47,Female,Customer Support,8.9,1,7.8,9.3,1.0,1.3,18.0,9.3,Hybrid,Medium
41,Male,Product Manager,9.1,2,6.8,6.1,1.5,3.8,15.1,9.3,Hybrid,Medium
49,Female,Customer Support,6.3,8,9.5,8.7,1.0,0.0,11.7,10.0,Remote,Low
39,Female,Software Engineer,7.8,5,8.1,8.2,1.3,1.1,3.8,7.9,Hybrid,Low
45,Male,Finance Analyst,10.5,4,4.5,3.1,4.2,9.1,14.7,6.7,Hybrid,High
50,Male,Customer Support,6.3,4,9.5,10.0,1.0,0.0,6.0,10.0,Hybrid,Low
58,Male,Finance Analyst,7.1,3,7.5,8.6,1.0,0.0,20.0,8.4,Onsite,Medium
36,Male,Software Engineer,9.4,1,7.0,5.3,1.0,4.3,7.5,9.6,Remote,Low
53,Male,Product Manager,8.1,2,8.7,10.0,1.0,0.9,16.8,10.0,Hybrid,Low
46,Male,HR Specialist,9.5,2,6.5,7.2,3.1,6.5,21.8,7.4,Onsite,High
24,Female,Product Manager,8.4,1,8.1,9.9,1.0,0.0,0.8,10.0,Hybrid,Low
35,Male,Operations Manager,7.3,4,8.5,10.0,1.0,0.0,8.5,8.5,Onsite,Low
30,Male,Sales Executive,7.9,3,7.7,10.0,3.1,1.9,6.3,9.6,Onsite,Medium
38,Female,Software Engineer,10.9,3,7.7,4.8,1.7,6.8,13.9,9.7,Remote,Medium
31,Female,Finance Analyst,7.9,3,8.2,7.4,1.0,0.0,8.6,10.0,Hybrid,Low
45,Male,HR Specialist,8.0,5,8.2,10.0,1.8,0.0,14.0,9.8,Hybrid,Low
27,Male,Designer,5.6,3,8.7,10.0,2.7,0.0,3.1,10.0,Onsite,Low
51,Female,Designer,5.2,1,7.7,9.0,1.7,0.0,8.3,9.8,Remote,Medium
57,Female,Operations Manager,7.5,3,8.0,10.0,1.0,0.0,9.2,9.7,Hybrid,Low
36,Female,Designer,8.8,6,7.0,8.8,2.8,5.8,7.4,8.1,Hybrid,Medium
52,Female,Software Engineer,11.1,1,6.1,4.7,2.8,8.4,15.2,6.3,Onsite,High
40,Male,Sales Executive,8.0,1,7.9,10.0,1.0,0.8,13.4,9.1,Remote,Low
35,Female,Sales Executive,5.5,1,8.0,8.8,1.0,0.0,11.5,8.8,Remote,Low
46,Female,HR Specialist,7.6,4,8.7,10.0,1.3,0.0,5.0,9.0,Onsite,Low
25,Female,Customer Support,9.1,5,8.5,9.9,1.0,2.9,1.2,10.0,Remote,Low
58,Male,Operations Manager,6.8,2,9.5,8.7,1.0,0.0,11.8,10.0,Remote,Low
47,Male,Operations Manager,7.5,1,8.6,9.2,1.0,0.0,15.0,10.0,Hybrid,Low
52,Female,Sales Executive,9.9,6,8.6,7.0,1.0,3.5,20.5,10.0,Onsite,Low
44,Male,Designer,6.4,3,8.1,9.1,1.0,0.0,9.3,10.0,Onsite,Low
31,Male,Product Manager,4.9,3,8.6,10.0,1.2,0.0,2.1,9.5,Onsite,Low
42,Female,Finance Analyst,11.4,4,4.7,8.7,5.3,9.6,11.9,8.7,Onsite,Medium
43,Female,Customer Support,7.1,2,8.6,8.6,1.0,0.0,13.6,9.7,Onsite,Low
39,Male,Product Manager,9.7,7,7.5,9.1,2.4,2.7,4.3,10.0,Remote,Medium
39,Female,Sales Executive,4.0,3,9.0,9.8,1.0,0.0,13.9,9.3,Hybrid,Low
22,Female,Finance Analyst,6.4,2,7.5,7.6,2.0,0.3,0.9,9.2,Remote,Low
24,Male,Designer,9.0,1,7.2,7.4,1.0,1.9,2.3,7.7,Remote,Low
43,Male,Data Analyst,8.4,2,8.8,9.7,1.0,0.0,7.8,10.0,Remote,Low
53,Female,HR Specialist,10.9,1,6.7,6.4,1.0,3.6,27.0,7.6,Hybrid,Medium
41,Female,Marketing Executive,7.9,5,7.8,10.0,1.0,1.4,15.2,10.0,Remote,Low
57,Male,Marketing Executive,8.2,1,7.9,7.9,1.0,0.0,11.3,8.4,Onsite,Medium
56,Female,Sales Executive,8.0,2,7.8,8.5,1.0,0.0,24.8,10.0,Hybrid,Low
32,Female,Customer Support,5.1,2,9.5,10.0,1.1,0.0,3.5,10.0,Hybrid,Low
57,Female,Customer Support,8.4,7,9.1,10.0,4.2,1.0,29.7,10.0,Onsite,Medium
46,Female,HR Specialist,11.3,2,6.1,8.7,5.3,7.5,7.2,9.3,Hybrid,Medium
38,Female,HR Specialist,6.4,2,9.1,10.0,1.0,0.0,10.5,10.0,Remote,Low
42,Male,Data Analyst,8.1,4,8.1,8.9,2.1,0.0,12.3,9.1,Remote,Medium
46,Female,Finance Analyst,6.9,2,6.5,10.0,1.6,0.0,16.2,10.0,Hybrid,Low
31,Female,Operations Manager,9.7,4,7.6,7.2,1.1,2.9,8.8,10.0,Remote,Low
48,Male,Software Engineer,9.9,4,6.1,9.0,4.7,4.7,16.7,8.8,Remote,Medium
57,Male,Designer,9.3,4,6.1,8.1,1.7,3.1,11.2,8.3,Onsite,Low
28,Female,Software Engineer,7.3,2,7.2,10.0,2.2,0.0,5.5,10.0,Onsite,Low
45,Female,Product Manager,8.5,2,7.9,9.9,2.1,0.0,15.3,9.7,Onsite,Medium
41,Male,Finance Analyst,8.6,7,7.2,7.4,1.9,2.0,5.6,10.0,Remote,Medium
40,Female,Marketing Executive,9.4,1,6.0,9.4,1.0,2.4,7.1,10.0,Onsite,Low
43,Male,Data Analyst,10.0,1,5.2,6.3,4.5,7.9,16.6,7.3,Remote,High
30,Male,Data Analyst,9.0,1,8.8,8.5,1.0,0.8,6.5,9.3,Onsite,Low
30,Male,Operations Manager,12.3,2,4.3,1.0,5.5,12.9,4.2,4.4,Onsite,High
48,Male,Product Manager,9.2,3,7.9,8.7,2.2,1.2,20.8,10.0,Onsite,Low
44,Female,Product Manager,8.5,4,8.9,9.9,1.0,0.0,15.3,10.0,Onsite,Low
54,Female,Sales Executive,8.5,5,8.7,9.1,1.0,0.0,22.8,10.0,Remote,Low
58,Male,Sales Executive,10.5,3,8.6,4.9,1.0,3.0,22.5,8.4,Remote,Medium
22,Female,Software Engineer,7.6,2,8.2,10.0,1.0,0.8,0.8,10.0,Hybrid,Medium
36,Male,Software Engineer,10.6,4,6.6,6.5,3.8,7.4,7.3,7.0,Hybrid,High
27,Male,Designer,10.4,3,4.9,8.3,2.5,4.9,3.1,8.7,Onsite,Medium
49,Male,Designer,7.5,5,9.3,10.0,1.5,0.0,21.4,10.0,Onsite,Low
30,Male,HR Specialist,4.3,3,7.8,10.0,2.4,0.0,6.6,8.5,Onsite,Medium
41,Male,Sales Executive,6.9,6,9.4,10.0,1.2,0.0,9.4,9.9,Onsite,Low
36,Male,Designer,8.3,1,9.0,8.5,1.0,1.9,4.6,9.1,Remote,Low
42,Male,Customer Support,8.6,4,8.2,9.8,1.7,0.6,7.3,9.1,Onsite,Low
23,Male,Designer,5.4,3,8.5,10.0,1.0,0.0,1.1,8.3,Onsite,Low
57,Male,Designer,9.8,4,6.2,6.6,3.7,5.9,9.9,7.2,Remote,High
24,Male,Designer,8.2,6,8.8,9.9,1.2,0.0,2.6,9.3,Onsite,Low
30,Female,Product Manager,13.4,6,5.6,4.5,5.7,7.5,3.4,7.9,Remote,High
35,Male,Sales Executive,8.9,4,7.2,7.0,1.0,3.4,6.6,9.0,Onsite,Medium
33,Male,Operations Manager,9.4,3,7.7,6.7,2.7,1.6,3.4,8.7,Onsite,Medium
31,Female,HR Specialist,9.3,4,6.7,10.0,3.0,2.5,3.1,9.8,Onsite,Low
48,Female,Customer Support,7.9,1,9.3,8.7,1.0,0.0,17.9,9.8,Onsite,Low
42,Female,HR Specialist,8.3,2,8.4,7.9,1.0,0.2,4.5,10.0,Onsite,Low
39,Other,HR Specialist,8.3,1,7.3,10.0,1.0,1.2,11.5,10.0,Onsite,Low
45,Female,Data Analyst,9.1,3,8.2,7.0,1.0,3.6,12.3,8.4,Hybrid,Low
42,Male,Customer Support,7.9,3,9.0,10.0,1.0,0.0,9.4,10.0,Remote,Low
50,Male,Software Engineer,8.3,4,8.9,10.0,1.0,0.0,5.9,9.5,Onsite,Low
45,Female,Operations Manager,7.2,4,8.1,9.3,1.0,0.0,9.4,10.0,Onsite,Medium
44,Other,Software Engineer,9.0,3,7.5,7.3,4.6,3.2,15.4,8.5,Remote,High
42,Female,Sales Executive,6.1,1,8.1,10.0,1.0,0.0,13.6,10.0,Remote,Low
42,Male,Product Manager,8.9,3,9.2,9.0,1.0,2.5,12.9,10.0,Onsite,Low
53,Male,Finance Analyst,10.0,4,5.6,6.7,5.1,5.0,23.1,8.0,Remote,Medium
36,Female,Software Engineer,6.7,1,6.7,9.6,1.0,1.6,8.3,10.0,Hybrid,Low
54,Male,Finance Analyst,8.5,2,6.1,7.6,3.1,3.4,6.8,9.6,Onsite,Medium
